"","t","mic"
"17558",1441979973.56,27507
"17559",1441979973.56,27963
"17560",1441979973.56,27735
"17561",1441979973.57,27815
"17562",1441979973.57,27799
"17563",1441979973.57,28011
"17564",1441979973.57,27791
"17565",1441979973.57,27631
"17566",1441979973.57,27879
"17567",1441979973.57,27835
"17568",1441979973.57,27955
"17569",1441979973.57,27853
"17570",1441979973.57,27787
"17571",1441979973.57,27995
"17572",1441979973.57,27903
"17573",1441979973.57,27935
"17574",1441979973.57,27923
"17575",1441979973.57,28093
"17576",1441979973.57,28423
"17577",1441979973.57,27659
"17578",1441979973.57,28411
"17579",1441979973.57,27611
"17580",1441979973.57,28071
"17581",1441979973.57,27623
"17582",1441979973.57,28011
"17583",1441979973.57,27615
"17584",1441979973.57,27807
"17585",1441979973.57,27821
"17586",1441979973.57,27855
"17587",1441979973.57,27935
"17588",1441979973.57,27743
"17589",1441979973.57,27839
"17590",1441979973.57,27771
"17591",1441979973.57,27807
"17592",1441979973.57,27939
"17593",1441979973.57,27923
"17594",1441979973.58,27787
"17595",1441979973.58,27811
"17596",1441979973.58,28095
"17597",1441979973.58,27975
"17598",1441979973.58,27975
"17599",1441979973.58,27687
"17600",1441979973.58,27871
"17601",1441979973.58,27895
"17602",1441979973.58,27767
"17603",1441979973.58,28007
"17604",1441979973.58,27899
"17605",1441979973.58,27847
"17606",1441979973.58,27743
"17607",1441979973.58,27823
"17608",1441979973.58,28047
"17609",1441979973.58,27541
"17610",1441979973.58,27821
"17611",1441979973.58,27799
"17612",1441979973.58,27507
"17613",1441979973.58,27927
"17614",1441979973.58,28223
"17615",1441979973.58,27455
"17616",1441979973.58,27927
"17617",1441979973.58,28391
"17618",1441979973.58,27635
"17619",1441979973.58,28095
"17620",1441979973.58,28087
"17621",1441979973.58,27727
"17622",1441979973.58,28015
"17623",1441979973.58,28027
"17624",1441979973.58,27815
"17625",1441979973.58,28109
"17626",1441979973.58,27691
"17627",1441979973.58,27823
"17628",1441979973.59,27789
"17629",1441979973.59,27895
"17630",1441979973.59,27967
"17631",1441979973.59,27837
"17632",1441979973.59,27959
"17633",1441979973.59,27671
"17634",1441979973.59,27607
"17635",1441979973.59,27775
"17636",1441979973.59,27967
"17637",1441979973.59,27583
"17638",1441979973.59,27749
"17639",1441979973.59,27693
"17640",1441979973.59,27943
"17641",1441979973.59,27765
"17642",1441979973.59,27723
"17643",1441979973.59,27647
"17644",1441979973.59,27991
"17645",1441979973.59,27751
"17646",1441979973.59,28123
"17647",1441979973.59,28007
"17648",1441979973.59,27943
"17649",1441979973.59,27831
"17650",1441979973.59,28069
"17651",1441979973.59,27837
"17652",1441979973.59,28093
"17653",1441979973.59,27959
"17654",1441979973.59,28119
"17655",1441979973.59,27983
"17656",1441979973.59,28127
"17657",1441979973.59,27767
"17658",1441979973.59,27983
"17659",1441979973.59,27935
"17660",1441979973.59,27899
"17661",1441979973.6,28031
"17662",1441979973.6,28043
"17663",1441979973.6,27701
"17664",1441979973.6,28359
"17665",1441979973.6,27627
"17666",1441979973.6,28191
"17667",1441979973.6,27407
"17668",1441979973.6,28055
"17669",1441979973.6,27739
"17670",1441979973.6,28023
"17671",1441979973.6,27791
"17672",1441979973.6,28019
"17673",1441979973.6,27742
"17674",1441979973.6,28303
"17675",1441979973.6,27455
"17676",1441979973.6,28139
"17677",1441979973.6,28143
"17678",1441979973.6,27295
"17679",1441979973.6,27975
"17680",1441979973.6,27959
"17681",1441979973.6,27463
"17682",1441979973.6,28095
"17683",1441979973.6,27815
"17684",1441979973.6,27659
"17685",1441979973.6,28219
"17686",1441979973.6,28895
"17687",1441979973.6,27767
"17688",1441979973.6,27671
"17689",1441979973.6,28239
"17690",1441979973.6,27687
"17691",1441979973.6,27983
"17692",1441979973.6,28015
"17693",1441979973.6,27995
"17694",1441979973.61,28159
"17695",1441979973.61,27615
"17696",1441979973.61,27935
"17697",1441979973.61,28335
"17698",1441979973.61,28415
"17699",1441979973.61,27711
"17700",1441979973.61,27679
"17701",1441979973.61,28199
"17702",1441979973.61,27367
"17703",1441979973.61,27615
"17704",1441979973.61,28055
"17705",1441979973.61,27775
"17706",1441979973.61,27727
"17707",1441979973.61,28031
"17708",1441979973.61,28143
"17709",1441979973.61,27983
"17710",1441979973.61,27551
"17711",1441979973.61,27785
"17712",1441979973.61,27915
"17713",1441979973.61,27855
"17714",1441979973.61,27647
"17715",1441979973.61,27895
"17716",1441979973.61,27855
"17717",1441979973.61,27767
"17718",1441979973.61,28029
"17719",1441979973.61,27955
"17720",1441979973.61,27935
"17721",1441979973.61,27983
"17722",1441979973.61,27878
"17723",1441979973.61,27895
"17724",1441979973.61,27925
"17725",1441979973.61,28119
"17726",1441979973.61,27803
"17727",1441979973.61,28103
"17728",1441979973.62,27725
"17729",1441979973.62,27999
"17730",1441979973.62,28103
"17731",1441979973.62,27935
"17732",1441979973.62,27859
"17733",1441979973.62,27815
"17734",1441979973.62,28343
"17735",1441979973.62,27947
"17736",1441979973.62,28015
"17737",1441979973.62,27903
"17738",1441979973.62,26983
"17739",1441979973.62,28023
"17740",1441979973.62,27943
"17741",1441979973.62,27691
"17742",1441979973.62,27879
"17743",1441979973.62,28023
"17744",1441979973.62,27815
"17745",1441979973.62,27975
"17746",1441979973.62,27943
"17747",1441979973.62,28111
"17748",1441979973.62,28071
"17749",1441979973.62,27823
"17750",1441979973.62,27807
"17751",1441979973.62,28215
"17752",1441979973.62,27599
"17753",1441979973.62,28095
"17754",1441979973.62,27519
"17755",1441979973.62,28011
"17756",1441979973.62,27755
"17757",1441979973.62,28023
"17758",1441979973.62,27887
"17759",1441979973.62,27967
"17760",1441979973.62,28027
"17761",1441979973.63,27815
"17762",1441979973.63,27867
"17763",1441979973.63,27903
"17764",1441979973.63,27861
"17765",1441979973.63,27899
"17766",1441979973.63,28071
"17767",1441979973.63,27815
"17768",1441979973.63,28122
"17769",1441979973.63,27719
"17770",1441979973.63,27747
"17771",1441979973.63,28147
"17772",1441979973.63,27838
"17773",1441979973.63,27951
"17774",1441979973.63,27807
"17775",1441979973.63,28079
"17776",1441979973.63,28087
"17777",1441979973.63,27877
"17778",1441979973.63,27935
"17779",1441979973.63,27787
"17780",1441979973.63,27911
"17781",1441979973.63,27527
"17782",1441979973.63,28007
"17783",1441979973.63,27991
"17784",1441979973.63,27647
"17785",1441979973.63,28055
"17786",1441979973.63,28159
"17787",1441979973.63,27663
"17788",1441979973.63,27979
"17789",1441979973.63,27719
"17790",1441979973.63,27895
"17791",1441979973.63,27839
"17792",1441979973.63,27851
"17793",1441979973.63,27911
"17794",1441979973.64,28011
"17795",1441979973.64,28031
"17796",1441979973.64,28095
"17797",1441979973.64,28203
"17798",1441979973.64,27375
"17799",1441979973.64,28287
"17800",1441979973.64,27903
"17801",1441979973.64,27863
"17802",1441979973.64,28039
"17803",1441979973.64,27855
"17804",1441979973.64,28123
"17805",1441979973.64,28135
"17806",1441979973.64,27871
"17807",1441979973.64,28030
"17808",1441979973.64,27615
"17809",1441979973.64,28031
"17810",1441979973.64,28111
"17811",1441979973.64,27895
"17812",1441979973.64,27743
"17813",1441979973.64,27923
"17814",1441979973.64,27983
"17815",1441979973.64,27855
"17816",1441979973.64,27803
"17817",1441979973.64,27787
"17818",1441979973.64,27973
"17819",1441979973.64,28031
"17820",1441979973.64,27965
"17821",1441979973.64,27821
"17822",1441979973.64,28063
"17823",1441979973.64,27919
"17824",1441979973.64,27879
"17825",1441979973.64,27891
"17826",1441979973.64,27821
"17827",1441979973.64,28007
"17828",1441979973.65,27903
"17829",1441979973.65,28095
"17830",1441979973.65,27830
"17831",1441979973.65,28031
"17832",1441979973.65,28031
"17833",1441979973.65,27983
"17834",1441979973.65,27903
"17835",1441979973.65,27855
"17836",1441979973.65,28007
"17837",1441979973.65,27839
"17838",1441979973.65,27807
"17839",1441979973.65,27895
"17840",1441979973.65,27831
"17841",1441979973.65,27887
"17842",1441979973.65,28087
"17843",1441979973.65,27951
"17844",1441979973.65,27583
"17845",1441979973.65,27813
"17846",1441979973.65,27935
"17847",1441979973.65,28023
"17848",1441979973.65,27775
"17849",1441979973.65,27919
"17850",1441979973.65,27769
"17851",1441979973.65,27863
"17852",1441979973.65,28055
"17853",1441979973.65,27839
"17854",1441979973.65,28307
"17855",1441979973.65,28155
"17856",1441979973.65,27951
"17857",1441979973.65,27903
"17858",1441979973.65,27846
"17859",1441979973.65,27815
"17860",1441979973.65,28011
"17861",1441979973.66,27791
"17862",1441979973.66,28015
"17863",1441979973.66,27919
"17864",1441979973.66,28029
"17865",1441979973.66,27847
"17866",1441979973.66,27887
"17867",1441979973.66,27901
"17868",1441979973.66,27871
"17869",1441979973.66,27959
"17870",1441979973.66,28151
"17871",1441979973.66,27887
"17872",1441979973.66,27837
"17873",1441979973.66,27983
"17874",1441979973.66,27827
"17875",1441979973.66,28287
"17876",1441979973.66,27835
"17877",1441979973.66,27623
"17878",1441979973.66,27853
"17879",1441979973.66,28075
"17880",1441979973.66,27815
"17881",1441979973.66,27775
"17882",1441979973.66,27959
"17883",1441979973.66,27703
"17884",1441979973.66,27879
"17885",1441979973.66,28031
"17886",1441979973.66,28159
"17887",1441979973.66,27699
"17888",1441979973.66,27795
"17889",1441979973.66,27775
"17890",1441979973.66,27991
"17891",1441979973.66,27943
"17892",1441979973.66,27831
"17893",1441979973.66,27967
"17894",1441979973.67,27647
"17895",1441979973.67,27919
"17896",1441979973.67,27855
"17897",1441979973.67,27887
"17898",1441979973.67,28029
"17899",1441979973.67,27975
"17900",1441979973.67,27851
"17901",1441979973.67,27947
"17902",1441979973.67,27927
"17903",1441979973.67,28015
"17904",1441979973.67,27955
"17905",1441979973.67,27611
"17906",1441979973.67,27799
"17907",1441979973.67,27903
"17908",1441979973.67,28599
"17909",1441979973.67,27919
"17910",1441979973.67,27935
"17911",1441979973.67,27775
"17912",1441979973.67,27811
"17913",1441979973.67,28015
"17914",1441979973.67,28115
"17915",1441979973.67,28351
"17916",1441979973.67,27807
"17917",1441979973.67,27643
"17918",1441979973.67,28159
"17919",1441979973.67,28187
"17920",1441979973.67,27699
"17921",1441979973.67,27871
"17922",1441979973.67,28015
"17923",1441979973.67,27931
"17924",1441979973.67,27853
"17925",1441979973.67,27835
"17926",1441979973.67,28015
"17927",1441979973.67,27663
"17928",1441979973.68,28091
"17929",1441979973.68,27958
"17930",1441979973.68,27699
"17931",1441979973.68,28093
"17932",1441979973.68,27611
"17933",1441979973.68,27965
"17934",1441979973.68,27695
"17935",1441979973.68,27997
"17936",1441979973.68,28119
"17937",1441979973.68,27795
"17938",1441979973.68,28063
"17939",1441979973.68,27967
"17940",1441979973.68,27511
"17941",1441979973.68,28031
"17942",1441979973.68,27995
"17943",1441979973.68,28003
"17944",1441979973.68,27699
"17945",1441979973.68,27887
"17946",1441979973.68,28151
"17947",1441979973.68,27957
"17948",1441979973.68,27669
"17949",1441979973.68,28011
"17950",1441979973.68,27695
"17951",1441979973.68,28023
"17952",1441979973.68,27943
"17953",1441979973.68,27967
"17954",1441979973.68,27967
"17955",1441979973.68,28003
"17956",1441979973.68,28093
"17957",1441979973.68,27999
"17958",1441979973.68,27903
"17959",1441979973.68,27975
"17960",1441979973.68,27775
"17961",1441979973.69,28053
"17962",1441979973.69,27839
"17963",1441979973.69,28023
"17964",1441979973.69,27807
"17965",1441979973.69,27915
"17966",1441979973.69,27963
"17967",1441979973.69,28127
"17968",1441979973.69,27918
"17969",1441979973.69,28055
"17970",1441979973.69,28031
"17971",1441979973.69,28047
"17972",1441979973.69,27933
"17973",1441979973.69,27863
"17974",1441979973.69,28317
"17975",1441979973.69,28127
"17976",1441979973.69,27799
"17977",1441979973.69,27835
"17978",1441979973.69,27959
"17979",1441979973.69,28095
"17980",1441979973.69,27855
"17981",1441979973.69,27711
"17982",1441979973.69,28031
"17983",1441979973.69,27983
"17984",1441979973.69,28071
"17985",1441979973.69,27739
"17986",1441979973.69,27951
"17987",1441979973.69,28143
"17988",1441979973.69,27935
"17989",1441979973.69,27899
"17990",1441979973.69,27983
"17991",1441979973.69,27999
"17992",1441979973.69,27839
"17993",1441979973.69,27983
"17994",1441979973.7,27835
"17995",1441979973.7,27807
"17996",1441979973.7,27887
"17997",1441979973.7,28239
"17998",1441979973.7,27847
"17999",1441979973.7,27759
"18000",1441979973.7,28079
"18001",1441979973.7,27923
"18002",1441979973.7,27935
"18003",1441979973.7,27823
"18004",1441979973.7,27951
"18005",1441979973.7,28103
"18006",1441979973.7,27891
"18007",1441979973.7,27963
"18008",1441979973.7,28007
"18009",1441979973.7,28031
"18010",1441979973.7,28039
"18011",1441979973.7,27903
"18012",1441979973.7,27935
"18013",1441979973.7,27723
"18014",1441979973.7,27819
"18015",1441979973.7,28023
"18016",1441979973.7,27803
"18017",1441979973.7,27991
"18018",1441979973.7,28027
"18019",1441979973.7,28147
"18020",1441979973.7,27911
"18021",1441979973.7,27863
"18022",1441979973.7,27923
"18023",1441979973.7,28155
"18024",1441979973.7,27839
"18025",1441979973.7,27935
"18026",1441979973.7,27663
"18027",1441979973.7,27927
"18028",1441979973.71,27975
"18029",1441979973.71,27963
"18030",1441979973.71,27951
"18031",1441979973.71,27695
"18032",1441979973.71,27983
"18033",1441979973.71,27957
"18034",1441979973.71,28107
"18035",1441979973.71,28031
"18036",1441979973.71,27755
"18037",1441979973.71,27983
"18038",1441979973.71,28139
"18039",1441979973.71,27867
"18040",1441979973.71,27999
"18041",1441979973.71,27627
"18042",1441979973.71,27829
"18043",1441979973.71,27951
"18044",1441979973.71,27839
"18045",1441979973.71,27991
"18046",1441979973.71,28075
"18047",1441979973.71,28077
"18048",1441979973.71,27755
"18049",1441979973.71,27863
"18050",1441979973.71,27967
"18051",1441979973.71,28095
"18052",1441979973.71,27879
"18053",1441979973.71,27999
"18054",1441979973.71,27615
"18055",1441979973.71,28023
"18056",1441979973.71,28007
"18057",1441979973.71,27871
"18058",1441979973.71,27717
"18059",1441979973.71,28317
"18060",1441979973.71,28015
"18061",1441979973.72,28015
"18062",1441979973.72,27983
"18063",1441979973.72,27675
"18064",1441979973.72,28135
"18065",1441979973.72,27815
"18066",1441979973.72,27887
"18067",1441979973.72,27727
"18068",1441979973.72,27895
"18069",1441979973.72,27955
"18070",1441979973.72,27981
"18071",1441979973.72,27903
"18072",1441979973.72,27963
"18073",1441979973.72,27931
"18074",1441979973.72,27903
"18075",1441979973.72,27927
"18076",1441979973.72,28051
"18077",1441979973.72,27999
"18078",1441979973.72,27863
"18079",1441979973.72,28109
"18080",1441979973.72,27983
"18081",1441979973.72,27819
"18082",1441979973.72,28191
"18083",1441979973.72,27943
"18084",1441979973.72,27949
"18085",1441979973.72,27903
"18086",1441979973.72,28123
"18087",1441979973.72,27855
"18088",1441979973.72,27975
"18089",1441979973.72,27927
"18090",1441979973.72,27847
"18091",1441979973.72,27891
"18092",1441979973.72,28119
"18093",1441979973.72,27647
"18094",1441979973.73,27991
"18095",1441979973.73,28023
"18096",1441979973.73,28327
"18097",1441979973.73,27821
"18098",1441979973.73,28047
"18099",1441979973.73,27821
"18100",1441979973.73,27919
"18101",1441979973.73,27775
"18102",1441979973.73,27933
"18103",1441979973.73,27899
"18104",1441979973.73,27951
"18105",1441979973.73,27963
"18106",1441979973.73,27879
"18107",1441979973.73,28047
"18108",1441979973.73,28147
"18109",1441979973.73,27849
"18110",1441979973.73,27943
"18111",1441979973.73,27975
"18112",1441979973.73,27967
"18113",1441979973.73,27759
"18114",1441979973.73,27931
"18115",1441979973.73,28059
"18116",1441979973.73,28031
"18117",1441979973.73,27935
"18118",1441979973.73,27771
"18119",1441979973.73,27943
"18120",1441979973.73,27957
"18121",1441979973.73,27863
"18122",1441979973.73,27903
"18123",1441979973.73,28095
"18124",1441979973.73,27887
"18125",1441979973.73,28223
"18126",1441979973.73,27719
"18127",1441979973.73,27919
"18128",1441979973.74,27913
"18129",1441979973.74,28191
"18130",1441979973.74,28103
"18131",1441979973.74,27895
"18132",1441979973.74,27935
"18133",1441979973.74,27919
"18134",1441979973.74,27807
"18135",1441979973.74,28053
"18136",1441979973.74,28027
"18137",1441979973.74,28039
"18138",1441979973.74,28087
"18139",1441979973.74,27775
"18140",1441979973.74,28085
"18141",1441979973.74,28103
"18142",1441979973.74,27791
"18143",1441979973.74,28223
"18144",1441979973.74,27607
"18145",1441979973.74,27903
"18146",1441979973.74,27931
"18147",1441979973.74,28055
"18148",1441979973.74,28135
"18149",1441979973.74,27763
"18150",1441979973.74,27799
"18151",1441979973.74,27935
"18152",1441979973.74,27879
"18153",1441979973.74,28071
"18154",1441979973.74,27943
"18155",1441979973.74,28031
"18156",1441979973.74,28491
"18157",1441979973.74,27767
"18158",1441979973.74,27931
"18159",1441979973.74,27699
"18160",1441979973.74,27839
"18161",1441979973.75,27991
"18162",1441979973.75,28107
"18163",1441979973.75,27935
"18164",1441979973.75,27823
"18165",1441979973.75,27963
"18166",1441979973.75,27895
"18167",1441979973.75,28079
"18168",1441979973.75,27951
"18169",1441979973.75,27955
"18170",1441979973.75,27751
"18171",1441979973.75,27991
"18172",1441979973.75,27983
"18173",1441979973.75,27879
"18174",1441979973.75,27935
"18175",1441979973.75,27885
"18176",1441979973.75,27951
"18177",1441979973.75,28181
"18178",1441979973.75,27675
"18179",1441979973.75,28047
"18180",1441979973.75,27901
"18181",1441979973.75,27807
"18182",1441979973.75,28135
"18183",1441979973.75,27935
"18184",1441979973.75,27691
"18185",1441979973.75,27871
"18186",1441979973.75,27689
"18187",1441979973.75,28015
"18188",1441979973.75,27911
"18189",1441979973.75,27831
"18190",1441979973.75,27739
"18191",1441979973.75,28045
"18192",1441979973.75,27943
"18193",1441979973.75,27663
"18194",1441979973.76,27903
"18195",1441979973.76,27767
"18196",1441979973.76,27767
"18197",1441979973.76,28095
"18198",1441979973.76,27891
"18199",1441979973.76,27903
"18200",1441979973.76,28075
"18201",1441979973.76,27851
"18202",1441979973.76,27915
"18203",1441979973.76,27819
"18204",1441979973.76,27883
"18205",1441979973.76,28159
"18206",1441979973.76,27847
"18207",1441979973.76,27915
"18208",1441979973.76,28231
"18209",1441979973.76,27827
"18210",1441979973.76,28071
"18211",1441979973.76,28087
"18212",1441979973.76,27743
"18213",1441979973.76,27775
"18214",1441979973.76,27679
"18215",1441979973.76,28303
"18216",1441979973.76,28367
"18217",1441979973.76,27999
"18218",1441979973.76,27835
"18219",1441979973.76,28143
"18220",1441979973.76,27975
"18221",1441979973.76,27801
"18222",1441979973.76,27951
"18223",1441979973.76,27599
"18224",1441979973.76,27999
"18225",1441979973.76,27815
"18226",1441979973.76,27891
"18227",1441979973.76,27919
"18228",1441979973.77,28091
"18229",1441979973.77,28083
"18230",1441979973.77,28043
"18231",1441979973.77,27703
"18232",1441979973.77,27999
"18233",1441979973.77,27871
"18234",1441979973.77,27867
"18235",1441979973.77,27887
"18236",1441979973.77,27861
"18237",1441979973.77,27767
"18238",1441979973.77,27903
"18239",1441979973.77,27711
"18240",1441979973.77,27935
"18241",1441979973.77,28013
"18242",1441979973.77,27803
"18243",1441979973.77,27947
"18244",1441979973.77,27771
"18245",1441979973.77,28135
"18246",1441979973.77,27759
"18247",1441979973.77,28141
"18248",1441979973.77,27967
"18249",1441979973.77,27919
"18250",1441979973.77,27951
"18251",1441979973.77,27743
"18252",1441979973.77,28027
"18253",1441979973.77,27807
"18254",1441979973.77,27875
"18255",1441979973.77,27955
"18256",1441979973.77,28123
"18257",1441979973.77,27927
"18258",1441979973.77,28071
"18259",1441979973.77,27647
"18260",1441979973.77,27963
"18261",1441979973.78,27823
"18262",1441979973.78,28107
"18263",1441979973.78,27931
"18264",1441979973.78,27915
"18265",1441979973.78,28023
"18266",1441979973.78,27775
"18267",1441979973.78,27983
"18268",1441979973.78,28087
"18269",1441979973.78,27983
"18270",1441979973.78,27951
"18271",1441979973.78,28251
"18272",1441979973.78,27979
"18273",1441979973.78,28021
"18274",1441979973.78,28287
"18275",1441979973.78,27799
"18276",1441979973.78,28395
"18277",1441979973.78,27503
"18278",1441979973.78,28027
"18279",1441979973.78,28079
"18280",1441979973.78,27495
"18281",1441979973.78,27629
"18282",1441979973.78,28079
"18283",1441979973.78,27943
"18284",1441979973.78,27935
"18285",1441979973.78,27943
"18286",1441979973.78,28219
"18287",1441979973.78,27755
"18288",1441979973.78,27963
"18289",1441979973.78,28043
"18290",1441979973.78,27989
"18291",1441979973.78,28047
"18292",1441979973.78,27863
"18293",1441979973.78,27919
"18294",1441979973.79,27999
"18295",1441979973.79,27867
"18296",1441979973.79,27847
"18297",1441979973.79,27869
"18298",1441979973.79,27951
"18299",1441979973.79,27943
"18300",1441979973.79,27999
"18301",1441979973.79,28015
"18302",1441979973.79,27901
"18303",1441979973.79,28031
"18304",1441979973.79,28073
"18305",1441979973.79,28007
"18306",1441979973.79,28023
"18307",1441979973.79,28143
"18308",1441979973.79,28031
"18309",1441979973.79,27887
"18310",1441979973.79,27853
"18311",1441979973.79,28029
"18312",1441979973.79,27915
"18313",1441979973.79,28079
"18314",1441979973.79,27607
"18315",1441979973.79,27935
"18316",1441979973.79,27903
"18317",1441979973.79,27983
"18318",1441979973.79,27951
"18319",1441979973.79,28179
"18320",1441979973.79,27751
"18321",1441979973.79,27891
"18322",1441979973.79,27903
"18323",1441979973.79,27935
"18324",1441979973.79,28126
"18325",1441979973.79,27935
"18326",1441979973.79,27951
"18327",1441979973.79,27867
"18328",1441979973.8,27919
"18329",1441979973.8,28219
"18330",1441979973.8,28031
"18331",1441979973.8,27871
"18332",1441979973.8,27855
"18333",1441979973.8,27967
"18334",1441979973.8,28415
"18335",1441979973.8,28135
"18336",1441979973.8,28143
"18337",1441979973.8,27471
"18338",1441979973.8,27791
"18339",1441979973.8,27991
"18340",1441979973.8,27871
"18341",1441979973.8,27559
"18342",1441979973.8,28015
"18343",1441979973.8,27879
"18344",1441979973.8,27851
"18345",1441979973.8,27981
"18346",1441979973.8,27883
"18347",1441979973.8,28091
"18348",1441979973.8,28045
"18349",1441979973.8,27999
"18350",1441979973.8,27851
"18351",1441979973.8,27927
"18352",1441979973.8,28007
"18353",1441979973.8,28029
"18354",1441979973.8,27869
"18355",1441979973.8,28087
"18356",1441979973.8,27727
"18357",1441979973.8,28247
"18358",1441979973.8,27887
"18359",1441979973.8,28091
"18360",1441979973.8,27847
"18361",1441979973.81,27743
"18362",1441979973.81,27931
"18363",1441979973.81,28015
"18364",1441979973.81,28031
"18365",1441979973.81,28031
"18366",1441979973.81,28063
"18367",1441979973.81,27903
"18368",1441979973.81,28089
"18369",1441979973.81,27903
"18370",1441979973.81,27951
"18371",1441979973.81,28087
"18372",1441979973.81,27859
"18373",1441979973.81,27903
"18374",1441979973.81,27783
"18375",1441979973.81,27987
"18376",1441979973.81,27747
"18377",1441979973.81,27867
"18378",1441979973.81,27911
"18379",1441979973.81,27751
"18380",1441979973.81,27901
"18381",1441979973.81,28059
"18382",1441979973.81,27853
"18383",1441979973.81,27839
"18384",1441979973.81,27727
"18385",1441979973.81,27927
"18386",1441979973.81,27951
"18387",1441979973.81,28139
"18388",1441979973.81,27967
"18389",1441979973.81,27983
"18390",1441979973.81,28083
"18391",1441979973.81,27831
"18392",1441979973.81,27819
"18393",1441979973.81,28055
"18394",1441979973.82,28687
"18395",1441979973.82,27915
"18396",1441979973.82,28159
"18397",1441979973.82,27535
"18398",1441979973.82,28075
"18399",1441979973.82,27539
"18400",1441979973.82,27581
"18401",1441979973.82,27887
"18402",1441979973.82,27773
"18403",1441979973.82,27947
"18404",1441979973.82,27999
"18405",1441979973.82,28043
"18406",1441979973.82,27855
"18407",1441979973.82,28103
"18408",1441979973.82,28157
"18409",1441979973.82,27823
"18410",1441979973.82,27931
"18411",1441979973.82,27955
"18412",1441979973.82,28095
"18413",1441979973.82,27967
"18414",1441979973.82,27887
"18415",1441979973.82,28095
"18416",1441979973.82,27787
"18417",1441979973.82,28095
"18418",1441979973.82,27839
"18419",1441979973.82,28061
"18420",1441979973.82,27975
"18421",1441979973.82,27775
"18422",1441979973.82,27979
"18423",1441979973.82,27961
"18424",1441979973.82,27783
"18425",1441979973.82,27791
"18426",1441979973.82,27919
"18427",1441979973.82,27995
"18428",1441979973.83,27887
"18429",1441979973.83,27963
"18430",1441979973.83,27831
"18431",1441979973.83,27807
"18432",1441979973.83,28119
"18433",1441979973.83,27955
"18434",1441979973.83,27895
"18435",1441979973.83,27839
"18436",1441979973.83,27815
"18437",1441979973.83,27949
"18438",1441979973.83,27931
"18439",1441979973.83,27893
"18440",1441979973.83,27935
"18441",1441979973.83,27893
"18442",1441979973.83,27927
"18443",1441979973.83,27895
"18444",1441979973.83,27927
"18445",1441979973.83,27839
"18446",1441979973.83,27727
"18447",1441979973.83,28187
"18448",1441979973.83,27959
"18449",1441979973.83,28119
"18450",1441979973.83,27775
"18451",1441979973.83,28197
"18452",1441979973.83,28103
"18453",1441979973.83,28155
"18454",1441979973.83,28775
"18455",1441979973.83,28319
"18456",1441979973.83,28143
"18457",1441979973.83,27935
"18458",1441979973.83,28215
"18459",1441979973.83,27919
"18460",1441979973.83,27823
"18461",1441979973.84,27767
"18462",1441979973.84,27915
"18463",1441979973.84,27605
"18464",1441979973.84,27999
"18465",1441979973.84,27991
"18466",1441979973.84,27931
"18467",1441979973.84,27883
"18468",1441979973.84,27999
"18469",1441979973.84,27955
"18470",1441979973.84,27827
"18471",1441979973.84,27983
"18472",1441979973.84,27967
"18473",1441979973.84,28399
"18474",1441979973.84,27795
"18475",1441979973.84,27951
"18476",1441979973.84,28063
"18477",1441979973.84,27979
"18478",1441979973.84,28063
"18479",1441979973.84,27963
"18480",1441979973.84,27871
"18481",1441979973.84,27923
"18482",1441979973.84,28087
"18483",1441979973.84,28211
"18484",1441979973.84,27783
"18485",1441979973.84,28005
"18486",1441979973.84,28095
"18487",1441979973.84,27887
"18488",1441979973.84,27959
"18489",1441979973.84,27967
"18490",1441979973.84,27987
"18491",1441979973.84,27879
"18492",1441979973.84,27975
"18493",1441979973.84,27995
"18494",1441979973.85,27995
"18495",1441979973.85,27925
"18496",1441979973.85,27837
"18497",1441979973.85,28295
"18498",1441979973.85,27965
"18499",1441979973.85,28027
"18500",1441979973.85,27827
"18501",1441979973.85,28135
"18502",1441979973.85,27775
"18503",1441979973.85,28107
"18504",1441979973.85,27931
"18505",1441979973.85,27983
"18506",1441979973.85,27807
"18507",1441979973.85,27955
"18508",1441979973.85,28287
"18509",1441979973.85,27795
"18510",1441979973.85,27807
"18511",1441979973.85,28155
"18512",1441979973.85,27851
"18513",1441979973.85,28023
"18514",1441979973.85,28399
"18515",1441979973.85,27863
"18516",1441979973.85,28263
"18517",1441979973.85,28411
"18518",1441979973.85,28103
"18519",1441979973.85,27803
"18520",1441979973.85,27583
"18521",1441979973.85,27919
"18522",1441979973.85,27871
"18523",1441979973.85,28115
"18524",1441979973.85,27899
"18525",1441979973.85,28107
"18526",1441979973.85,28107
"18527",1441979973.85,27927
"18528",1441979973.86,27965
"18529",1441979973.86,27950
"18530",1441979973.86,28021
"18531",1441979973.86,28047
"18532",1441979973.86,27831
"18533",1441979973.86,28103
"18534",1441979973.86,27805
"18535",1441979973.86,28087
"18536",1441979973.86,28055
"18537",1441979973.86,27935
"18538",1441979973.86,28135
"18539",1441979973.86,27723
"18540",1441979973.86,27727
"18541",1441979973.86,27967
"18542",1441979973.86,28031
"18543",1441979973.86,28045
"18544",1441979973.86,27835
"18545",1441979973.86,27991
"18546",1441979973.86,28127
"18547",1441979973.86,28219
"18548",1441979973.86,27927
"18549",1441979973.86,28159
"18550",1441979973.86,28015
"18551",1441979973.86,28135
"18552",1441979973.86,27719
"18553",1441979973.86,27919
"18554",1441979973.86,27895
"18555",1441979973.86,28095
"18556",1441979973.86,28295
